"","WN","AR","RW"
"1",0.585528817843856,-1.8793269088909,0.585528817843856
"2",0.709466017509524,-1.21585075702127,1.29499483535338
"3",-0.109303314681054,-0.36069068350627,1.18569152067233
"4",-0.453497173462763,0.722514883061782,0.732194347209563
"5",0.605887455840394,0.683313798228437,1.33808180304996
"6",-1.81795596770373,0.761038229852462,-0.479874164653772
"7",0.630098551068391,1.32024326898225,0.150224386414618
"8",-0.276184105225216,2.23338155979011,-0.125959718810597
"9",-0.284159743943371,4.50495490842877,-0.410119462753968
"10",-0.919322002474128,2.7354522144372,-1.3294414652281
"11",-0.116247806352002,0.874054120949432,-1.4456892715801
"12",1.81731204370422,-2.0830394611333,0.371622772124119
"13",0.370627864257954,-3.22679670690812,0.742250636382073
"14",0.520216457554957,-1.6879526218168,1.26246709393703
"15",-0.750531994502331,-0.698710996931209,0.511935099434699
"16",0.816899839520583,-1.61447933524361,1.32883493895528
"17",-0.886357521243213,-1.00954632251499,0.442477417712069
"18",-0.331577589942552,1.29002849001649,0.110899827769517
"19",1.12071265166956,3.20905714757337,1.23161247943907
"20",0.298723699267293,2.55039267355286,1.53033617870637
"21",0.779621924555324,1.47341172497864,2.30995810326169
"22",1.45578508247686,-0.487326290888229,3.76574318573855
"23",-0.644328429231302,-2.88540104902259,3.12141475650725
"24",-1.55313740522969,-1.632094892963,1.56827735127756
"25",-1.59770951669631,1.11861383018987,-0.0294321654187486
"26",1.80509751881082,3.84459276569858,1.77566535339208
"27",-0.481647363694637,5.7541870630579,1.29401798969744
"28",0.620379801298422,4.93629553012183,1.91439779099586
"29",0.612123492650849,3.56505127864298,2.52652128364671
"30",-0.162310976918126,2.66661367785418,2.36421030672858
"31",0.81187317855386,1.97151513200512,3.17608348528244
"32",2.19683354634753,2.00045599116848,5.37291703162998
"33",2.04919033740619,1.21767852505522,7.42210736903617
"34",1.63244563948047,2.80328671116944,9.05455300851664
"35",0.254271192814055,4.26289184600019,9.30882420133069
"36",0.491188279272559,6.15897192018993,9.80001248060325
"37",-0.324086578737118,6.71333146479953,9.47592590186613
"38",-1.66205024385863,5.14281487621952,7.8138756580075
"39",1.76773385087297,3.2157474324405,9.58160950888047
"40",0.0258010486478081,1.79138005684779,9.60741055752827
"41",1.12851083359018,-0.688641968072498,10.7359213911185
"42",-2.38035806139704,-3.23158050584438,8.35556332972141
"43",-1.06026555215253,-2.44394234068653,7.29529777756888
"44",0.937140540182908,-1.63404750364169,8.23243831775179
"45",0.854451720330554,-1.59874744889763,9.08689003808234
"46",1.46072940310409,-0.485253445058131,10.5476194411864
"47",-1.41309877788919,-0.0338630984348716,9.13452066329723
"48",0.567403253424482,2.47086525264771,9.70192391672172
"49",0.583187653435685,3.13189763897288,10.2851115701574
"50",-1.30679883346442,2.15015082570279,8.97831273669298
"51",-0.540386073862105,1.10022841684581,8.43792666283087
"52",1.94769266473204,-1.11849382424915,10.3856193275629
"53",0.0535902703574544,-2.08049352122108,10.4392095979204
"54",0.351662840555237,-3.60662516949369,10.7908724384756
"55",-0.670976538993938,-3.70848330046444,10.1198958994817
"56",0.277953694806143,-3.39380407206734,10.3978495942878
"57",0.691171272874884,-2.62094971733082,11.0890208671627
"58",0.823795328706086,0.170038120655524,11.9128161958688
"59",2.14506502048029,1.77273617768693,14.0578812163491
"60",-2.34694397836337,2.85269921353272,11.7109372379857
"61",0.149591980615209,1.7193244401537,11.8605292186009
"62",-1.34253148172954,-0.884596442073152,10.5179977368714
"63",0.553303075503898,-1.3551457188367,11.0713008123753
"64",1.58996284269541,-0.0500395270578573,12.6612636550707
"65",-0.5868795943871,0.860546237172708,12.0743840606836
"66",-1.8323773062094,0.823259194780963,10.2420067544742
"67",0.888139432652018,0.53732552096159,11.1301461871262
"68",1.59348847235627,0.817404510465098,12.7236346594825
"69",0.516854670662387,3.00311502246129,13.2404893301448
"70",-1.29567168029482,3.8226018443239,11.94481764985
"71",0.0546155753293754,5.02643010167748,11.9994332251794
"72",-0.784649373191544,5.99414578643592,11.2147838519879
"73",-1.04935281895627,5.54354767875858,10.1654310330316
"74",2.33051196240471,5.35066729804608,12.4959429954363
"75",1.40270538286743,3.44710049466162,13.8986483783037
"76",0.942600850691525,-0.00117075436027569,14.8412492289953
"77",0.82625828715243,-4.43244979195809,15.6675075161477
"78",-0.811540490191081,-5.49047133510979,14.8559670259566
"79",0.476248280753654,-7.03491953971087,15.3322153067103
"80",1.02125840748109,-7.63055732634479,16.3534737141913
"81",0.645383074206077,-4.52745434396669,16.9988567883974
"82",1.04314355155144,-0.184608688029434,18.0420003399489
"83",-0.304369112693661,3.64355361696679,17.7376312272552
"84",2.47711091696297,4.41912787584148,20.2147421442182
"85",0.971220673037445,6.55181487317993,21.1859628172556
"86",1.86709918456672,5.46546269267047,23.0530620018223
"87",0.672042469014787,2.27321036050172,23.7251044708371
"88",-0.307953380837338,-0.0203598262359419,23.4171510899998
"89",0.536523716710872,-1.60627021605401,23.9536748067107
"90",0.824870065351676,-2.81671232145757,24.7785448720623
"91",-0.963901479013802,-4.16062996499397,23.8146433930485
"92",-0.855082511099791,-5.42212599643032,22.9595608819487
"93",1.88694694202566,-5.6074152899709,24.8465078239744
"94",-0.391819371995182,-5.84534251785444,24.4546884519792
"95",-0.980632948949986,-4.54659661623793,23.4740555030292
"96",0.687332100557042,-1.89571846827385,24.1613876035863
"97",-0.505043517520896,-0.980922207278017,23.6563440860654
"98",2.15771981650642,0.800058470216797,25.8140639025718
"99",-0.599797563824836,2.83179254511616,25.214266338747
"100",-0.694546693270751,3.78633596182137,24.5197196454762
"101",0.223925407521288,1.9363312115288,24.7436450529975
"102",-1.15622333024077,0.613142768941569,23.5874217227567
"103",0.422418527786999,-0.337252101422991,24.0098402505437
"104",-1.32475525584893,-1.77223322360413,22.6850849946948
"105",0.141084312860285,-2.51403499454608,22.8261693075551
