"","MA1","MA2"
"1",0.0574454950871888,-0.162731422727575
"2",-0.465420947319352,-0.564174997781182
"3",-0.0545133114091589,1.41645905642738
"4",2.28725070006491,1.80355740339261
"5",1.73536242135096,-0.337360847268454
"6",1.64619956024208,-1.20875999403863
"7",3.02761161132613,-0.96191977624661
"8",2.16928990654069,0.346344655911072
"9",0.0411271199394099,0.329641951020552
"10",-1.1665959825772,-0.574232355402304
"11",-1.51240180427515,0.150423757029611
"12",-0.501311501833017,-0.57474415337252
"13",1.15213978188176,-0.737239037730347
"14",1.52299156964202,-0.654789203982115
"15",0.478893414917595,-1.32357573415389
"16",-0.712000506571742,0.116105697419166
"17",0.636511265149476,0.55382484676864
"18",2.04042233779581,-0.569355655318266
"19",1.2269722734514,1.01172340449886
"20",-0.530099617065918,-0.483926428875831
"21",0.954964286024171,-3.8005096291473
"22",0.54111422487446,-4.19942578540545
"23",0.204936845653723,-2.5865838741726
"24",0.538410881571062,0.10211620136542
"25",-0.242325072778072,0.57843611373416
"26",-0.154359219162349,0.228787350667765
"27",0.711513502804144,-0.666930837367526
"28",1.25380096165192,-0.587274481931517
"29",-0.231751874667473,0.368193225630807
"30",-1.10406363837342,-0.979947090774207
"31",-0.272788471747903,-0.177071725893041
"32",-1.01837493916105,1.25538079105159
"33",-3.16734769057495,-1.07792711868344
"34",-2.22940696329557,-0.593248998649527
"35",-1.3136286113961,0.631555144493421
"36",1.21539994034563,1.63399460351342
"37",1.63911791311855,1.91706969573004
"38",1.45002977488534,-0.637439485481141
"39",-0.698307423005239,1.18238385354134
"40",-1.51766657403491,1.97173289840786
"41",0.539299144018556,-0.239811926879956
"42",0.558160926339521,0.715664579730424
"43",-0.827837268343806,2.16333689994654
"44",-0.200210863693408,0.306125446203629
"45",-0.438632772272573,0.016564117037369
"46",-1.16670200561208,-1.25832482268965
"47",-0.500103184770337,-2.24581917732952
"48",1.04045615229737,0.0478306593977943
"49",-0.777268335807199,0.620035285833357
"50",-2.25238136634624,1.2098133542026
"51",-1.19878090032636,0.425006596761678
"52",0.124789044336246,-0.38507548935984
"53",1.58924716409327,-0.0842139046572091
"54",2.12150694503292,1.11913488280888
"55",0.275328516067387,0.488906944562615
"56",-1.21327615575288,0.856795751505728
"57",-1.92174468823828,2.31766053176472
"58",-0.84905277032885,1.61337796407968
"59",-0.223021186172261,0.419657361823538
"60",-0.697752373817106,-0.225091004585446
"61",0.0534824065995727,0.247368278474668
"62",0.248040867209607,-2.31142372788486
"63",-0.787716192019308,-2.67505091185983
"64",0.265685569546901,-1.63990915491465
"65",-0.00576596838938143,-3.1592845459688
"66",-0.283038514075347,-1.23502760981044
"67",-0.0507090884777792,-1.16463202813062
"68",-0.475388874293118,-2.02779808825859
"69",-0.931766975664848,-1.95720858506735
"70",1.00734498343496,0.344992354543313
"71",1.08550244710471,2.72832263981295
"72",-1.57924457241835,0.596770928558731
"73",-0.28367882975129,0.879710337619404
"74",-1.26575340264673,0.800211781997316
"75",0.376393566115172,-0.150475343830869
"76",-0.341850723480727,-0.272194271474402
"77",-0.240432653235107,1.55722707555738
"78",-1.54402805909312,2.42702928832226
"79",-2.92777924272668,-0.110105138423742
"80",0.237017022364178,-0.656404659882401
"81",-0.241550008244066,1.08951804004879
"82",-1.85571630912587,1.36666799794412
"83",-0.111177309136716,0.737165877100479
"84",-0.857589959569035,1.62114491279778
"85",-0.378917853701354,-0.286952441448451
"86",0.866869182391459,-1.9628475499058
"87",0.771896736300419,-1.24951602890771
"88",0.69587643951815,0.0835882727641337
"89",-0.0447639600046054,-0.95549399147975
"90",-0.598406362612929,-1.99464699421792
"91",1.06136038316722,0.693303474818505
"92",1.06902066103342,1.24906033794595
"93",-0.118645624722535,-0.185362855576652
"94",0.586954719368078,-0.0969547083762471
"95",1.15401605943688,0.59322017779149
"96",0.714883488298016,0.35757287338824
"97",1.73129488272575,-0.219190802945107
"98",0.693808905567149,-0.614199945744959
"99",0.152859097010114,-1.49170536407154
"100",-0.79930490108696,-1.12684931059188
