"","AR1","AR2"
"1",2.48987548527165,1.58971566392209
"2",0.569784616694304,0.450227714783609
"3",-0.768215904933734,-0.172798429080567
"4",-1.42123626560406,0.89914071206007
"5",-0.624226046622415,2.24423276520527
"6",0.924741979385105,1.33402307007277
"7",1.42311540218244,2.1546707012175
"8",0.626852131619212,1.44987658203249
"9",-0.484302042222552,1.24274436898984
"10",0.73680760620855,0.864678969704572
"11",1.9629340110402,0.0321087347956772
"12",1.34486149044477,0.771729846060542
"13",-0.216030175299486,0.125183855351305
"14",1.17014212449533,-0.32286781031827
"15",0.506549396826542,-0.0241125104729736
"16",0.392159585572976,-0.196650079931302
"17",0.619458785063309,0.148403689685699
"18",-0.179579539086396,-0.507226878384921
"19",-0.05524581355222,-0.51250106118338
"20",0.682780776550321,0.23821670435155
"21",1.24496163148356,-0.644743934615378
"22",-0.122506950419421,-1.0431290764451
"23",-0.904869777336045,-1.11877858790327
"24",-0.29238958381501,-0.976750889937981
"25",-1.16315410353482,-0.642736261515801
"26",-3.21413002398535,-1.17749587923693
"27",-2.41551161986114,-0.989158439389547
"28",-1.82788941523375,-0.439417482883302
"29",0.828918081167847,-2.79104911439016
"30",1.34665560668115,-2.12551669208813
"31",1.5826566678722,-1.41379944668077
"32",-0.482842525936254,-2.01057200948491
"33",-1.26444150717535,-3.28071952579651
"34",0.462044339868755,-2.54092637465473
"35",0.355850285191464,-2.73900204993078
"36",-0.753910173964805,-1.66237503749125
"37",-0.143274818062774,-0.531250331208106
"38",-0.559258400106942,0.510294475066614
"39",-1.18962597650213,-1.1551090390925
"40",-0.589584528787447,1.49037870470534
"41",0.85011599605703,1.04343960249514
"42",-0.871601860413191,0.891542503068856
"43",-2.11636280697712,0.100836947305384
"44",-1.33823719799247,0.466681840517008
"45",-0.213829004780093,0.468157893707461
"46",1.37512921241448,0.731530883599512
"47",2.08729430426811,-0.45628239790729
"48",0.495349190053704,-0.180121558807756
"49",-0.879309067069987,0.405297049624024
"50",-1.84248881782968,2.0120218288604
"51",-0.989742221060048,3.78881156006872
"52",-0.517819397025011,3.53668649587114
"53",-0.856111129186714,1.12733664041831
"54",-0.0293686969244291,1.64576122095183
"55",0.111063086539733,1.20328779164644
"56",-0.792415183527216,2.82746272657484
"57",0.283455663393258,2.83008462697667
"58",-0.132552397753736,3.71876347531023
"59",-0.237685607932425,4.25437825220905
"60",-0.071917472118377,3.6829634765337
"61",-0.513418571562306,3.80714536941502
"62",-0.943273771203789,4.49732123749703
"63",0.925198011984991,5.67198373319124
"64",0.934578643712102,5.05496717538248
"65",-1.43121289050075,4.23963432403642
"66",-0.134146246757354,3.16805382885572
"67",-1.49474746512685,4.03078452412524
"68",0.354930166633995,4.35560931634659
"69",-0.581010317901023,3.32554027372239
"70",-0.183643826573668,1.09011735344339
"71",-1.63698970995728,1.36378942194248
"72",-2.95716225497847,0.335135282299159
"73",-0.0249013312289879,2.68921463105364
"74",-0.714695969040621,4.7642848695518
"75",-1.85970052212251,5.67730232530769
"76",-0.225528664183216,6.06880229218983
"77",-1.15514204310864,6.97953177227127
"78",-0.415002439970668,5.90724398308691
"79",0.682046455494077,4.61139882423843
"80",0.705496345905112,4.25723724648757
"81",0.805003872397203,3.16153689287506
"82",0.0681154553402126,2.47729762160411
"83",-0.469605743029377,3.3727739436123
"84",1.07225885602165,2.78871256516468
"85",0.993883742148721,-1.11656492417004
"86",0.0529157922409297,-1.62973388186518
"87",0.745976118111873,-0.134446990059685
"88",1.16248258619543,0.583510749222143
"89",0.834239667195916,-0.715190756128236
"90",1.91729209651702,-0.335253063746462
"91",0.827287252318495,0.407279087165378
"92",0.459625832452838,1.97870881821535
"93",-0.666938940716001,-0.1051457327603
"94",0.831775583593055,1.07130901213595
"95",-0.873644791175835,1.44188638265539
"96",0.232404359130889,1.11355775430746
"97",0.956651638258569,1.15619679310235
"98",1.36571265882013,-0.355003732616005
"99",-0.724975187081271,0.653444912713816
"100",-0.291052830792282,-0.646823020710012
